,Username,Link,Text,Human,Chat GPT (AI),Date
,gell4you_,https://www.tiktok.com/@gell4you_,Dapat kotak nya kah saat pembelian?,Netral,Netral,13/12/2023
,carramtabz,https://www.tiktok.com/@carramtabz,saya pakai side effect istri aku malah tidak suka kata nya bau aku jadi kaya cewek,Negatif,Negatif,13/12/2023
,gosongjangan,https://www.tiktok.com/@gosongjangan,tapi wangi nya beda beda aku sudah beli dua kali enakan yang pertama wangi nya,Negatif,Negatif,13/12/2023
,irhamhafiz_,https://www.tiktok.com/@irhamhafiz_,Sudah beli dua parfum terenak nya kak side effect dan dominant wangi nya tidak ada dua nya nih parfum ,Positif,Positif,13/12/2023
,vysx745,https://www.tiktok.com/@vysx745,toko offline nya didaerah jakarta ada tidak kak,Netral,Netral,13/12/2023
,adhitya84,https://www.tiktok.com/@adhitya84,punya nomor dua sama tiga emang enak asli aku suka banget sama wangi nya,Positif,Positif,13/12/2023
,dapa.wahyu,https://www.tiktok.com/@dapa.wahyu,Awal nyoba side effect wangi nya kaya lagi di hotel mahal wangi nya bikin candu dan ninggalin jejak pasti nya,Positif,Positif,13/12/2023
,raja_kompang,https://www.tiktok.com/@raja_kompang,beli pertama kali wangi nya awet,Positif,Positif,13/12/2023
,astaroth.s,https://www.tiktok.com/@astaroth.s,buat cowo yang tipe nya rendah hati atau gembira ada saran nya tidak kak,Netral,Netral,13/12/2023
,anjas_juli,https://www.tiktok.com/@anjas_juli,asli tidak teroma entar di kirim yang palsu lagi ,Negatif,Negatif,13/12/2023
,yoursugarbaby69,https://www.tiktok.com/@yoursugarbaby69,Penasaran beda semua varian pro player kak kayak nya enak semua,Positif,Positif,13/12/2023
,dcy_sego,https://www.tiktok.com/@dcy_sego,Dominant sih the terkeren itu emang,Positif,Positif,13/12/2023
,fikrireza943,https://www.tiktok.com/@fikrireza943,tidak enak cepat hilang bau nya baru juga semprot sepuluh menit sudah hilang,Negatif,Negatif,13/12/2023
,josesputrra,https://www.tiktok.com/@josesputrra,boong ini dia nyium nya di bikin bikin kaya wangi banget padahal aku beli biasa aja bau nya,Negatif,Negatif,13/12/2023
,andre_prasetya1989,https://www.tiktok.com/@andre_prasetya1989,terlalu berlebihan iklan nya,Negatif,Negatif,13/12/2023
,xxxgame_147,https://www.tiktok.com/@xxxgame_147,side effect sudah pernah coba wangi nya enak banget bikin cewek cewek pada deketin aku,Positif,Positif,13/12/2023
,tiktokqwerty_,https://www.tiktok.com/@tiktokqwerty_,asik sudah ada keranjang kuning,Positif,Positif,13/12/2023
,filhan2213,https://www.tiktok.com/@filhan2213,aku pakai dominant tapi cewe aku malah tidak suka,Negatif,Negatif,13/12/2023
,ntonkuh,https://www.tiktok.com/@ntonkuh,gara gara side effect aku baru makai seminggu langsung dapet cewek,Positif,Positif,12/12/2023
,sixteen_march,https://www.tiktok.com/@sixteen_march,Horeee scentplus balik lagi guys rekomendasi banget buat kamu yang mau tampil wangi,Positif,Positif,12/12/2023
,noface6803,https://www.tiktok.com/@noface6803,dominant sih paling aku suka dan bau nya lembut,Positif,Positif,12/12/2023
,syasaaryo,https://www.tiktok.com/@syasaaryo,kartu cewe sexy tidak usah di masukin ke kemasan parfum nya bisa tidak,Negatif,Negatif,12/12/2023
,irulanam42,https://www.tiktok.com/@irulanam42,Bahan botol nya tidak berkualitas tinggi dan mudah rusak,Negatif,Negatif,12/12/2023
,jllgembrock_3025,https://www.tiktok.com/@jllgembrock_3025,setelah saya beli cuman ke pakai satu kali mungkin kurang cocok karna selera tiap orang berbeda,Negatif,Negatif,12/12/2023
